Date,0
2018-01-01,1.033609316348413
2018-02-01,1.0110938223396404
2018-03-01,1.0130608578006595
2018-04-01,1.0503245335385982
2018-05-01,1.0444047326576789
2018-06-01,1.028332208156935
2018-07-01,1.070961525206107
2018-08-01,1.0842442159294643
2018-09-01,1.0063632838639676
2018-10-01,1.0127978588151727
2018-11-01,1.0016506274989543
2018-12-01,0.9714666577886026
2019-01-01,0.9743866758427278
2019-02-01,0.9884993900303213
2019-03-01,0.9909424363327757
2019-04-01,0.9444979039621577
2019-05-01,0.9657185295864826
2019-06-01,0.9682474257237572
2019-07-01,1.0379808796937244
2019-08-01,1.0210896024209974
2019-09-01,1.0155321861458766
2019-10-01,1.0416695891110623
2019-11-01,1.0452535372488607
2019-12-01,1.0539461712653104
2020-01-01,1.078725327131783
2020-02-01,1.2375149400470653
2020-03-01,1.2822247732116756
2020-04-01,1.2923317918348969
2020-05-01,1.3480383416430195
2020-06-01,1.4148711808095367
2020-07-01,1.5102083900265677
2020-08-01,1.4854008308391113
2020-09-01,1.4367152089722173
2020-10-01,1.4852139934903525
2020-11-01,1.526323181852528
2020-12-01,1.563582888629169
2021-01-01,1.5772440946275763
2021-02-01,1.521753565999357
2021-03-01,1.5246993636209754
2021-04-01,1.5361188511218198
2021-05-01,1.5698794498375044
2021-06-01,1.5358338283906907
2021-07-01,1.5569294885308511
2021-08-01,1.5716692099324145
2021-09-01,1.622334766468607
2021-10-01,1.6680807832599627
2021-11-01,1.6109965437020897
2021-12-01,1.573395878492033
2022-01-01,1.5852516142395738
2022-02-01,1.60463005730895
2022-03-01,1.5694210323842532
2022-04-01,1.606792213230653
2022-05-01,1.5897300258087677
2022-06-01,1.6206921999055393
2022-07-01,1.6438894759819969
2022-08-01,1.6365445490158972
2022-09-01,1.7062312199422927
2022-10-01,1.7213966790834887
2022-11-01,1.8223103508492338
2022-12-01,1.8313253670008738
2023-01-01,1.8004998595647685
2023-02-01,1.824541229474057
2023-03-01,1.8595381771028112
2023-04-01,1.8943122170271367
2023-05-01,1.9332858661683032
2023-06-01,1.9753801620976625
2023-07-01,2.001705884368716
2023-08-01,2.007281589952884
2023-09-01,2.0483873515469058
2023-10-01,2.1112551972931644
2023-11-01,2.14757879231781
2023-12-01,2.1886261215553526
2024-01-01,2.2603549479676133
2024-02-01,2.2983767291932478
2024-03-01,2.281661202463519
2024-04-01,2.2793921632834473
2024-05-01,2.335080736239036
2024-06-01,2.330061158957752
2024-07-01,2.3464675776949173
2024-08-01,2.390374511224602
2024-09-01,2.3777773227094268
2024-10-01,2.355831452568804
2024-11-01,2.4472844815092833
