Date,AAPL,ABBV,AEP,AMT,AMZN,APD,AVGO,BAC,BLK,CAT,CL,COP,COST,CRM,CVX,DE,DIS,DUK,EOG,EQIX,EXC,FCX,GE,GOOGL,GS,HD,HON,JNJ,JPM,KO,LIN,LLY,LOW,MCD,META,MRK,MS,MSFT,NEE,NEM,NFLX,NKE,NVDA,PEP,PFE,PG,PLD,PSA,RTX,SHW,SLB,SO,SPG,T,TSLA,UNH,UNP,WFC,WMT,XOM
2010-01-01,25.159348101426588,,23.028371194213538,23.375253512088918,24.934688841296033,23.064723903850926,22.483283922000528,25.137923165036998,23.804409305437314,23.500736354796086,23.800084831509277,23.94856095062066,23.614966856215826,23.2719747730366,25.031235611324476,23.016293808280956,24.499872121455354,23.664432879901526,23.544776682914208,22.666324617553833,23.578996568170023,24.258476130013104,24.785802554774232,25.068692548604872,24.213632691908693,23.657042448172596,23.454998442945698,25.261444778130738,24.954142684379775,24.977522703599696,23.963605015300953,23.744329971731112,22.91871528518878,24.066293309851414,,24.669880191637784,24.109483307040495,25.771509806007327,23.478092739985957,24.194541121988355,22.04358173471588,23.450089651873387,22.86727707866301,24.626146911013603,24.652190750064975,25.209467296644146,23.317797806158133,22.747325020803142,24.384675707757378,22.193405067401528,24.882613422566966,23.5928507864737,23.10152360280757,24.440421331566125,,23.86168542038309,23.256842785762025,24.762779841672415,25.34053085312093,25.695520337508885
2010-02-01,25.22269440473318,,22.99819412148716,23.38018806020273,24.877169177596375,22.962517879588688,22.52663496782714,25.230955146291024,23.82743270006915,23.59561521710451,23.84137099171795,23.94856095062066,23.674781575197258,23.33891968566699,25.03372852453673,23.153572085671126,24.555487749361077,23.653483623231754,23.585659070645363,22.6478657136837,23.526803162284622,24.379811784526574,24.784557750703684,25.062749610237102,24.263665080286835,23.76489879372424,23.49358207545104,25.26366935947012,25.030276146525956,24.94891442847923,23.961212247172263,23.71959466071472,23.013494884442263,24.088783501779197,,24.635237595135656,24.162271202576964,25.788749002270954,23.42783527406944,24.334120519070485,22.1028344452655,23.50872832284116,22.918570191185854,24.672841982107087,24.590862588787736,25.244341612939383,23.33186582925906,22.78463514993787,24.401865773054094,22.193878420793645,24.84471553955903,23.599035652777058,23.18527721845426,24.438241257458834,,23.887411971007467,23.36439947167817,24.72368583225263,25.352437868424637,25.704327991461987
2010-03-01,25.361125753165304,,23.02697665523004,23.379015647955438,25.01406269514602,23.037905882886566,22.65131127483167,25.299947793954026,23.8226681989528,23.692438318252314,23.868958895413243,24.02270715647706,23.656967562549745,23.430275508940365,25.090923061330127,23.190575305874386,24.666561797317048,23.66624569968734,23.573786283266344,22.677793610955423,23.550434592568262,24.485518003311654,24.915870530825064,25.136499678753363,24.35330496556495,23.801094608954962,23.621170949068606,25.30561640254009,25.09441301404159,24.991252824356426,24.0606996942205,23.78691365218437,23.035602267708363,24.141215019925365,,24.64790105030775,24.200904823187837,25.81480891918304,23.479976087504618,24.3670546388621,22.212968705503773,23.59240607490981,22.99002935467956,24.730231905959076,24.577206032631917,25.244182946847395,23.44443105588132,22.89728135499959,24.478053708280335,22.265150362358067,24.885861371379193,23.641857354884774,23.263057908636057,24.47891834828201,,23.851634486837042,23.4528354293193,24.85492379713292,25.380341795539625,25.740837463768923
2010-04-01,25.466405177487307,,23.030481056387842,23.33585346725899,25.023811031609668,23.08207796897411,22.648876510164836,25.299434458719528,23.658849096194714,23.772517333541295,23.85525991062524,24.168306398648088,23.646360355353078,23.569833037646845,25.162295836046102,23.20124597512104,24.720372403012647,23.69404254274153,23.761401609921453,22.711232462030512,23.54540013627611,24.384722136073933,24.95149205964852,25.06065934834609,24.19191962662807,23.89379006617526,23.668624185064164,25.291716998792502,25.04470634742649,24.970817432142777,24.07579755160102,23.75179292072007,23.147869520817288,24.197598971297104,,24.594475087726405,24.23216280210523,25.8566001468759,23.554128597953667,24.465337457246022,22.5065320756294,23.628668337148916,22.88785632893813,24.723000444464486,24.551813344645588,25.226483870191768,23.477070126764794,22.956814380765824,24.496093508574575,22.407965480644645,25.00402989395557,23.683210156322776,23.32229359760581,24.48739601367741,,23.776654941232938,23.484524521897843,24.916908794079962,25.35007436082612,25.752562648751617
2010-05-01,25.45014868820737,,22.95982107716315,23.3289682791774,24.935087387224524,22.97610903811197,22.655679345775784,25.174757655806566,23.567162778399684,23.66483773968327,23.787392577031312,24.036101735893556,23.63221210098945,23.580638844021944,25.064735852763118,23.164815948560804,24.622942778690756,23.64394008478094,23.69571204155536,22.621481120593597,23.423824547873856,24.31118043758903,24.80867690910472,24.981375798221272,24.185424922005787,23.854126735234694,23.564363092331746,25.193759018906672,24.972763196449534,24.931709334746024,23.99929020992945,23.687425896724992,23.05985279677102,24.143461419459488,,24.555186093449183,24.12523328317732,25.68793736524393,23.51254594446846,24.42420339023924,22.623303454182295,23.58105044364518,22.70922024931428,24.68662160675369,24.458474979858437,25.21678700062789,23.40527902888346,22.912292004852247,24.389620768854382,22.38934803044377,24.763478444557947,23.640876277947587,23.27643662622746,24.438833398585782,,23.73580296938644,23.426992933153123,24.773622127839744,25.290939919400362,25.63842553621624
2010-06-01,25.429102489176415,,22.98306912626449,23.42241548359425,24.796830772407443,22.91259344873115,22.675339618082184,25.083694768776127,23.409551022039746,23.65341644919014,23.795935762791252,23.991463480958508,23.575134608484085,23.57239961246834,24.989169685296748,23.129526609335365,24.56377586203346,23.660712555222748,23.632012210513672,22.496744750120197,23.419746153190346,24.141709802476793,24.683065313771593,24.893890613299508,24.093561888256282,23.666593504330557,23.479547578899425,25.215803293204015,24.894760803084157,24.906491351523158,23.978324270612177,23.722834246297055,22.86754196383565,24.13676092817734,,24.592475819041503,23.969914145011458,25.577993372927036,23.488833916790128,24.56149028512949,22.60055468309797,23.511988231438714,22.456926781588265,24.655288215723935,24.40314967409889,25.19845002325345,23.315775209141293,22.85934476145872,24.358103123389046,22.291837424607106,24.752452782319754,23.65845791009577,23.231433489273783,24.434295952244533,22.509442200740533,23.712485067722685,23.40456974956537,24.661185047826073,25.24622972595055,25.587490024019047
2010-07-01,25.451588553725838,,23.090965027862573,23.460771336474263,24.87285239102761,23.033077360671374,22.708037557047405,25.061110237497637,23.50936309105506,23.802822924154952,23.798725306200645,24.10913342897138,23.60884761068423,23.714762155361164,25.10521593189237,23.314845097358447,24.63098937045233,23.727202513565505,23.623128819100245,22.637651955890362,23.51656315724809,24.332227639716788,24.800839023751063,24.979768171784936,24.232393018318593,23.68914135573169,23.57315595181693,25.199243245383897,24.99029428207943,25.00982667352426,24.117342815999066,23.783634168088422,22.88309103265265,24.19370846253428,,24.58881144628373,24.12079725297034,25.692826894631406,23.56918925084604,24.46390625578145,22.542773406017165,23.60201451587905,22.351675056088546,24.72591374610383,24.453741563232683,25.21793221693432,23.367152928325286,22.978052629165827,24.449188371777073,22.29125890893313,24.8276186163645,23.718233677504585,23.3311806429812,24.50414258460679,22.33122415217626,23.786370056803435,23.476177757600073,24.741106977810507,25.30911623948002,25.632208719605117
2010-08-01,25.395012722487685,,23.074996553271937,23.474090468493998,24.930053238031185,23.052858371696047,22.63116836652073,24.941723036475373,23.405475943792133,23.741388932876518,23.737834845351948,24.067441694872603,23.60513787595146,23.81953661839979,25.0768689629621,23.262351390931457,24.596258346926867,23.731869488887096,23.509141659493213,22.612748024118833,23.489669004084167,24.343254780054778,24.693546306538096,24.905220661954218,24.13577547571432,23.66464164106327,23.480315843722547,25.180651532023834,24.889275229082326,25.023701712999856,24.10820209506574,23.725517204532764,22.86616655085465,24.240358741832463,,24.608921433803125,24.03358248867266,25.597788095105855,23.596164258136533,24.55644801910899,22.744888105758804,23.551321124581772,22.366794226587864,24.714603602732186,24.51263965349168,25.201064107480118,23.331023405619256,22.977032742913984,24.362713696267928,22.30888974164915,24.715455921128356,23.768519136455197,23.344872377235575,24.568347849037544,22.307885197212702,23.82723172648025,23.45273604596522,24.577718100917128,25.28839099978398,25.62261167881598
2010-09-01,25.549633790796516,,23.10949171365697,23.56383679094268,25.159728361093517,23.1650577713925,22.741923641521495,24.991812430209468,23.594327605041247,23.929932517818727,23.777919775383335,24.158528978868762,23.741039017435153,23.836859284888543,25.17609774890793,23.36028749268723,24.613321626530315,23.776199375860923,23.577006057938352,22.727981989450413,23.546916033856327,24.513956248195985,24.808870783160334,25.06083061441888,24.19264570268455,23.803039484646277,23.605215174094965,25.27312517580484,24.93496989180501,25.06986378070503,24.156200192418307,23.822480172482063,22.960669694982382,24.267472083360584,,24.654781952920263,24.03317727453111,25.645650098271215,23.617625493073238,24.58045654999428,23.001006214663796,23.68660065019139,22.591437003128807,24.749211131142847,24.59993227336947,25.20607883167046,23.437770343273876,22.966984284635515,24.457061067339605,22.37951394395103,24.863554439669958,23.783397759968175,23.376592364061977,24.62480755023275,22.354521892370794,23.92876992689558,23.571944027221587,24.644036107773548,25.35944657201474,25.674083313706397
2010-10-01,25.608584216946763,,23.14234405294736,23.57064150475389,25.210438928325804,23.196538728676366,22.83395753619186,24.85799243941419,23.59866514505835,23.928914995601254,23.781297014218122,24.19208836125811,23.71400604920831,23.874341221417765,25.195041873308664,23.460314324941272,24.70091167722525,23.804040851004377,23.60615660465951,22.533253296911703,23.50470340096189,24.618391793107044,24.80198699652696,25.21543490207627,24.301024499380087,23.77810992895592,23.67487552831822,25.301448480086236,24.92360760567674,25.124148631201262,24.173274647285417,23.785392840935213,22.91711451582939,24.31029454837152,,24.651527781553302,24.040846987469877,25.73092455818964,23.629505463846634,24.55135894105839,23.069003744069366,23.70644252897283,22.62013092979978,24.73941076267948,24.614387332489027,25.26437611020558,23.500725608427356,22.99706302752819,24.50556373564322,22.350209182776453,24.98965233668204,23.80017354835505,23.411348694745094,24.622006464392776,22.42223980828639,23.958872050408043,23.641360358124857,24.680773645421514,25.371518360974196,25.747393357702403
