,beta,momentum,size,low_vol,ltr
2016-02-01,0.326091594248446,0.8227753016715199,-1.6788679782725486,1.2844698102546852,-0.27038178921312017
2016-03-01,0.07725714452782771,-0.2613563359844692,0.7930996917120702,0.05592818887621207,-0.46075602126146525
2016-04-01,1.1567709247953015,1.0181954876253139,-2.297176541918596,1.1261438145685652,-0.32451650585246294
2016-05-01,-0.6711757085207569,-2.436525753556567,1.0588287781576542,-1.1484252463600204,-0.23254189432091682
2016-06-01,2.2140021333894864,3.180976623556688,-1.4526978453805581,0.24165647542935464,-0.7529277085648187
2016-07-01,-0.575645870098732,-2.2409768546257514,0.5833987125471932,0.25250562963356216,-0.015350879054552475
2016-08-01,-0.7436509221397771,-1.2740111864458639,1.4478726684490708,-0.5304274216530238,1.5971448848488037
2016-09-01,2.4121251160263864,-2.0381245865954547,0.9577712125188217,1.0778539684783897,0.4942416854867035
2016-10-01,-1.0464803360423676,0.49578371460343373,1.440498683001361,0.1725572640525263,1.3576227070915883
2016-11-01,-0.14123982853969624,-0.7774685803282501,-1.4391914217668482,-0.10875864124065973,1.285174333926876
2016-12-01,0.7091922169698403,0.18467120369655576,-0.0068658140988949986,0.5241144070144704,0.8291858329052849
2017-01-01,-1.4676085991251389,-1.4219354052283448,1.4276540076815158,-0.7193739143549049,0.829955439851388
2017-02-01,0.4273390561524704,1.2938259530134781,2.131356428954696,0.1254725250835549,0.5713018877815502
2017-03-01,0.611072597661536,-1.809354431709334,2.754454475285692,-2.044595613192565,0.20006488395517733
2017-04-01,0.42750222332777005,-0.28531711307595264,-0.06772698686724196,0.3646989868087171,0.6806729159545652
2017-05-01,0.8451079663989941,-0.29298943043888764,1.4877207916373885,-0.4543759272010127,1.483700339474581
2017-06-01,-0.08397338970548396,0.8014011043808151,-2.3909154193101925,1.8620482081699017,0.37159869974225557
2017-07-01,-0.4637616895887898,-0.9781176618263793,2.366580171896205,-0.39311217858521275,2.272541577995323
2017-08-01,-0.3903165495814233,1.5301027660818534,1.2002139736096054,0.7659637495638798,0.087583729687421
2017-09-01,0.4870477906876459,0.7141059870672899,-1.0449453950883647,0.7201855517469828,1.5467485207151876
2017-10-01,0.20859608509177993,1.0183028801916976,2.061211917172801,-1.4908607076068845,2.414413840658472
2017-11-01,1.531399415322215,-0.3189804615464713,0.321724772481168,-0.279515337956204,0.7568769892319234
2017-12-01,-0.8395433061548209,-0.1014256005116817,-1.1130706121652942,-0.5064357546969224,0.6413325578327587
2018-01-01,0.888642578179329,0.6637227785060092,0.47545103358897506,0.45727656135614236,2.335048912615891
2018-02-01,-0.5251117721178944,-0.337825408494016,1.7825219882171888,1.7810969644050516,-0.7523139321499069
2018-03-01,-0.46611292017637046,-0.3902165470439217,-0.6428783588053978,-1.7143786833289347,-1.48153305353234
2018-04-01,-0.6663482048569254,1.0753432066486408,1.1774566054528168,0.21267485827994373,0.9558747677260594
2018-05-01,-1.9941987884215355,2.7646876674773355,3.8098853541019024,1.0727505701451008,3.375096816814963
2018-06-01,-1.5874855450375103,0.3986808227093083,-0.20774692411089846,-0.589294176776128,0.47124392268661847
2018-07-01,0.882822320638957,0.21585776233069703,-0.29290596369660304,-0.21846716335245056,0.526898462943806
2018-08-01,-1.1043592438416983,2.5551175882826946,2.5714531822515356,-0.7996305548160546,2.0637315865692045
2018-09-01,0.3422961084882778,0.5093936628757132,1.0404981895123997,-0.004314400670354765,1.4513045340900494
2018-10-01,-0.44267084314294886,-2.342040700946223,0.09560121859507156,-0.03674272595762828,-1.1622677875103995
2018-11-01,0.9140258481180393,-0.9658088421785914,-0.4436532001742184,1.9295433757348786,-0.960829295787713
2018-12-01,0.8729783035232549,-0.725806864017081,0.9461123974656354,1.1188657520512761,-0.14516838242888605
2019-01-01,-0.39542884025964,0.42826354332651295,-0.29304145335773335,-0.49340184099958223,0.11536464845934433
2019-02-01,0.18732049676635565,-0.9716611986601275,0.24969874422710428,0.5232667016302016,0.3498259136978287
2019-03-01,0.3178643160585554,1.1976300900319135,2.5771342115086533,-1.1089316973170373,-0.4234287563248823
2019-04-01,0.5194271981824431,0.32737496550677186,0.8748151103210108,0.7677564151217047,-0.6884030614855668
2019-05-01,0.27505594680207296,-0.3948178048947081,-0.0401664735924816,0.6571480362632026,0.42014786024362366
2019-06-01,0.10199546022003327,-0.8431345306322862,0.7204613888956901,0.2587467309476647,0.556141801779346
