Date,AAPL,MSFT,NVDA,AVGO,CRM,JPM,BAC,GS,MS,BLK,WFC,JNJ,UNH,LLY,ABBV,MRK,PFE,AMZN,TSLA,HD,MCD,NKE,LOW,CAT,HON,UNP,RTX,GE,DE,GOOGL,META,DIS,NFLX,T,PG,KO,PEP,WMT,COST,CL,XOM,CVX,COP,SLB,EOG,NEE,DUK,SO,AEP,EXC,PLD,AMT,EQIX,SPG,PSA,LIN,APD,NEM,FCX,SHW
2013-02-01,26.006144127066662,25.840900493310755,22.684553308556737,23.191661892448764,24.251347354519574,25.244932080779176,24.850014253676147,24.265814234581676,23.968442674352545,24.004273444831934,25.030589279685383,25.567429910089654,24.383665929311746,24.348196350738448,24.37764828621347,24.912200497682377,25.164730856467482,25.680071751780975,22.888975773592424,24.63303249279672,24.603819055090774,24.042768831541874,23.549787253738476,24.14123539821641,23.490610012814475,24.139489788634993,24.757847978335707,25.260237540902907,23.63878355303598,25.48203926715087,24.806234390830344,25.1487771082799,23.149290244229267,25.034592942931187,25.526183831733075,25.42062036208861,24.964853619330565,25.695860754891047,24.290350645866887,24.239585876413194,26.10626161028836,25.62496722928629,24.54082786288373,25.13715180845737,23.8949443951313,23.991924342400868,24.165141713517528,24.08516289372602,23.484491238940002,23.365783686350408,23.913407395756444,23.997307796985627,23.45404506801973,23.987381195357386,23.489085912595517,24.43220004070334,23.26919417691294,24.185875318744472,24.30635287789018,23.183580009797055
2013-03-01,26.00899449777491,25.869620893531675,22.697892581842467,23.24544802227343,24.30658339919355,25.214633394870084,24.931221111479076,24.24823282731957,23.94284049893254,24.080273433043953,25.083605812905056,25.636221409832768,24.45552201795952,24.386424900124265,24.477086640655926,24.955616380379823,25.217740222997765,25.68843716800712,22.973183911806114,24.657029734352587,24.64257837799871,24.123009485944095,23.54374064196578,24.08099637484292,23.562831082171666,24.177416692772553,24.789158182483526,25.255921561847387,23.62338315285652,25.473251493198394,24.742991671889296,25.188462713830617,23.155650297534063,25.056081035346963,25.53766909932389,25.471296247334273,25.007990139517233,25.757933922749945,24.3368391319005,24.27056132974343,26.112495685085893,25.639121868405837,24.577257674657695,25.098388393623765,23.913543846244888,24.069663444012278,24.212245530756388,24.126722367078237,23.52306211619064,23.472497979386258,23.946887610918814,23.988506252839333,23.476296138536426,23.985490911688515,23.504741586745624,24.424081368403417,23.286295873923113,24.23570583830755,24.34265344418368,23.22776587946886
2013-04-01,26.009265595795522,26.015398292437283,22.76859824020005,23.12863920302495,24.222693440062198,25.253003854724113,24.941837307405297,24.240865975518062,23.952880496563726,24.117038785069937,25.110018032765836,25.680603665203968,24.501970307045212,24.36128267275689,24.607834966798762,25.017039807376104,25.22499057326498,25.639686418306734,23.327295442633815,24.706924666028446,24.66685715987431,24.19791569064166,23.561045781724875,24.060597412568622,23.53851656679534,24.215648437126298,24.76598692648826,25.219361537809338,23.66126970428984,25.510790806215116,24.82513727635593,25.289518069859064,23.288025244905953,25.092645756855692,25.54121852582225,25.516973043589193,25.049585379556632,25.795828244026872,24.358467758665387,24.287937081708886,26.09998850097175,25.66561530141494,24.583064120944954,25.092227055416643,23.859545673455216,24.124150550132327,24.247569430839498,24.154259630380007,23.579043475256896,23.556726201722118,23.994986644960502,24.079784234927928,23.46602702423449,24.10153415593221,23.584703479303304,24.448524554755686,23.284457858006217,23.978817132257134,24.267882791659115,23.308605064297595
2013-05-01,26.031437567523255,26.07533924409922,22.823250585246214,23.29460956713917,24.25193829650781,25.36082976922698,25.045897302375053,24.348025690572932,24.10928651876099,24.16359303831269,25.18333691620282,25.675696527879108,24.54603785316959,24.329114921659553,24.532071815780185,25.010636217877853,25.167904887429607,25.69855504286365,23.921012126702806,24.77681706820948,24.618585256074002,24.17028055329147,23.652752908591648,24.07385506523086,23.608422088791286,24.26406090484304,24.810362092812486,25.26453497230583,23.636440093449732,25.565823175016288,24.69371276666073,25.293330201510493,23.33406350237046,25.024434446508092,25.54108855337048,25.460106793330308,25.028756742031064,25.764047540281595,24.372260865616358,24.256201625475086,26.123376398546593,25.67969363550181,24.607995460021975,25.07323828798014,23.92302104066824,24.051541141157077,24.14173585231528,24.070847102607857,23.473183477980204,23.385723413688954,23.954859545054628,24.003742605593995,23.411014750388464,24.040429707684726,23.501321777105865,24.448787279230388,23.366656194705257,24.035220668696343,24.28805295458238,23.34036205480367
2013-06-01,25.905541845913593,26.064970388986055,22.79308318720594,23.291143214968123,24.148753924749858,25.32730098455677,24.986296190631407,24.278870187093485,24.050854785636858,24.086469287619963,25.20093690361632,25.695457352664636,24.594934485875523,24.25007514412391,24.499937818173837,25.014411079701624,25.196146351099337,25.729605793420617,24.014684290000847,24.766516964555848,24.643436981750554,24.202516175502144,23.623597600879464,24.034513310531377,23.6195749703205,24.261859261289686,24.78949243153318,25.26689948550407,23.573003568335906,25.576270941481347,24.715245205646987,25.294439207097632,23.26470737834488,25.036083640694386,25.54408067082561,25.4699906409401,25.048288689292562,25.759360311112797,24.38079857974541,24.246647267254172,26.122049633391224,25.64310603794023,24.594206758672083,25.058595876790825,23.942808512709924,24.12617782995126,24.150215850042144,24.076072347848417,23.450224228634085,23.370936870783947,23.895856298071408,23.94549812547019,23.318424918919867,23.987883792062394,23.519512156496234,24.461177015185353,23.343526173301544,23.91050197262651,24.214902555205118,23.274991822097242
2013-07-01,26.037644123435292,25.9835759335002,22.821175381120135,23.272239251260544,24.28493367381317,25.388763637678775,25.113196106136467,24.359984845957214,24.160434095642067,24.179742479845988,25.253562431783507,25.78070082480817,24.701592050438215,24.328174436595624,24.604531253204826,25.050770388829903,25.246902689799427,25.810941328431053,24.238423812327138,24.786453201192053,24.6341004818843,24.190509265129023,23.713827670108966,24.046538754709474,23.664432230466964,24.289412655903906,24.9169127130651,25.3165313014976,23.595156373443526,25.58461876086353,25.106678547583076,25.317914422017324,23.411556315051882,25.049172741036898,25.593637148981184,25.4692423578464,25.06945929790471,25.80463436070642,24.440906943467517,24.296495858653003,26.158990254051883,25.70495284903667,24.674374859793986,25.185177987921346,24.043840539895196,24.187235537740026,24.200768374813325,24.092033501951274,23.484683963831785,23.361501436845103,23.912681155034356,23.91243039416926,23.28892297264365,24.00134380639068,23.557206458547103,24.503761973064186,23.514462291138514,23.912170299018577,24.25028464668882,23.261136598655092
2013-08-01,26.118086645327836,26.038430222903486,22.847445327215866,23.32092532053274,24.400911976176197,25.290812286462504,25.079766352022336,24.287939413690154,24.10567290948425,24.10638532923432,25.20315958309185,25.709348367220908,24.686238243245672,24.304554093981196,24.539347962686513,25.03233297137054,25.21138386593189,25.741383919476913,24.46839545471111,24.72729107138708,24.60348067083208,24.19223800164036,23.741262838005806,24.042066231763698,23.62748156307229,24.262208087547485,24.86872991314381,25.264740889075036,23.601994970094474,25.537511418299008,25.221801211483072,25.25700941904237,23.561080194783404,25.0074885357091,25.56316516267265,25.420676712459212,25.02277958066018,25.744934681316657,24.39508491211277,24.260789831805422,26.092991820382657,25.668840154986476,24.696333664276715,25.184214366431863,24.120297444314122,24.120509308837956,24.132738950872675,24.028884566056696,23.415759314014917,23.368257765999477,23.827847856844922,23.893895576437032,23.25714346976193,23.914301699313178,23.515198486512524,24.48044151840101,23.452766967363644,23.969495016778815,24.316633686340126,23.25377046631546
2013-09-01,26.096363564948266,26.034830711475486,22.900905948388214,23.43893893177664,24.45595351677807,25.31350936936646,25.05754491681132,24.32712706100888,24.150833541022543,24.145189351805595,25.20898431064559,25.712583231149576,24.688183102261817,24.28351753377556,24.587903210416073,25.04804983397982,25.229649075665446,25.848152809161146,24.60310207493475,24.750632835279443,24.622896722783764,24.33748026495646,23.77958486844083,24.052431623669037,23.670167113932468,24.27386353412343,24.943023306393602,25.304310250920654,23.580768815731222,25.57119212839667,25.41779330756405,25.31543652726391,23.646443602818355,25.007192729099057,25.533191164935722,25.42003466906094,25.026998184562167,25.758273700102254,24.42415669808961,24.28692935823689,26.08005897112038,25.677685736938514,24.74361444073101,25.271925642174093,24.195287558313513,24.118017510156587,24.150566774400104,24.018256920618125,23.42852802228951,23.339983585033032,23.900710190923494,23.962236125827182,23.31261539353765,23.931997436424105,23.573474402611122,24.50921543186013,23.501712932346138,23.854642582688133,24.40705878564306,23.30894828847197
2013-10-01,26.188378718605602,26.096868686461818,22.876839923719544,23.492052581813514,24.483503428323186,25.317943654717926,25.06978824778131,24.343738501906504,24.216519168620472,24.250952730950203,25.2416025584007,25.778642334678004,24.640272407468977,24.27333274196276,24.676757638410013,24.993667233875644,25.295644024386803,26.00033672072869,24.413295479621723,24.777173063052103,24.626113736361752,24.379534883938902,23.827938994452392,24.05893158563624,23.713644425055584,24.248172187870875,24.928354896575946,25.394317408026165,23.586283011590226,25.733805828217726,25.41739500159283,25.37707310844349,23.688463948085943,25.092878007008853,25.60701309410639,25.463682459070647,25.083128478979265,25.795302591331335,24.44843202589438,24.379921554811315,26.120824987253833,25.664929402650227,24.807052524204988,25.33081783463466,24.24880039706608,24.17369891044127,24.22207239045273,24.023852472649235,23.505958671664096,23.30216552302108,23.960803208830825,24.030284366154703,23.182539540779906,23.97375009294434,23.612682982672947,24.545966336192212,23.524350561889065,23.824293332894715,24.522105097321617,23.340395096575996
2013-11-01,26.256086667581823,26.178431329490024,22.908874250460777,23.47652453186382,24.459415173294513,25.422489029108508,25.19415092531559,24.396026369912697,24.30219547923125,24.262857841449016,25.27934459586175,25.807493657942484,24.727479151294155,24.291165870121148,24.676757638410013,25.093623856186163,25.33668168680672,26.07848640674938,24.184886074631585,24.8122421323456,24.64316402117198,24.423183261503887,23.780634439606665,24.073696721254674,23.73904753445877,24.320953185141825,24.97633448759596,25.414014760814936,23.615186803697373,25.76156596341364,25.351541245863586,25.405106434797734,23.81450961955038,25.065148926212515,25.64908843203039,25.48621031768827,25.087519215695536,25.849321877957408,24.512029945949482,24.396468521922127,26.169774946723635,25.693754529597875,24.799798448851472,25.27260456380192,24.170717766378388,24.17950363574828,24.20802224056696,24.016984692648204,23.521439400421492,23.254422861190665,23.90891709114854,24.010171737876522,23.17912278118592,23.950910307310433,23.52334426560621,24.558318406625734,23.5226981108556,23.730925535375054,24.46414607150428,23.31631688434022
